question_id,content,options,answer,skill_id_list,difficulty
Chg4_Q20_MCQ,"Tại sao khi dùng Gradient Descent, ta thích dùng hàm Log Loss (lồi) hơn là MSE cho bài toán phân loại?","[""A. Vì nó tính nhanh hơn."", ""B. Vì hàm Log Loss đảm bảo là hàm lồi (Convex), giúp Gradient Descent luôn tìm được cực tiểu toàn cục (Global Minimum) mà không bị kẹt ở cực tiểu địa phương."", ""C. Vì MSE không dùng được cho số 0 và 1."", ""D. Không có lý do gì đặc biệt.""]",B,"[""4.6_HoiQuy_Logistic""]",hard

Chg4_Pra_Q3,"Để thực hiện Hồi quy đa thức (Polynomial Regression) bậc 2, bước đầu tiên là biến đổi dữ liệu bằng class nào?","[""A. PolynomialFeatures(degree=2, include_bias=False)"", ""B. LinearRegression(degree=2)"", ""C. PolynomialRegression(degree=2)"", ""D. StandardScaler() ""]",A,"[""4.7_ThucHanh_HuanLuyen""]",medium
Chg4_Pra_Q4,"Sau khi huấn luyện mô hình `lin_reg = LinearRegression()`, làm thế nào để truy cập vào giá trị hệ số góc (weights) và hệ số chặn (bias/intercept)?","[""A. lin_reg.weights và lin_reg.bias"", ""B. lin_reg.coef_ và lin_reg.intercept_"", ""C. lin_reg.w và lin_reg.b"", ""D. lin_reg.params_ ""]",B,"[""4.7_ThucHanh_HuanLuyen""]",easy
Chg4_Pra_Q5,"Khi sử dụng `SGDRegressor`, tham số `penalty='l2'` tương đương với loại hồi quy nào?","[""A. Lasso Regression"", ""B. Ridge Regression"", ""C. Elastic Net"", ""D. Linear Regression thường""]",B,"[""4.7_ThucHanh_HuanLuyen""]",medium
Chg4_Pra_Q6,"Để triển khai kỹ thuật 'Early Stopping' thủ công (tự viết vòng lặp huấn luyện và dừng khi lỗi không giảm), bạn cần cài đặt tham số nào cho `SGDRegressor` để mô hình giữ lại trạng thái huấn luyện sau mỗi lần gọi `.fit()`?","[""A. early_stopping=True"", ""B. warm_start=True"", ""C. keep_weights=True"", ""D. partial_fit=True""]",B,"[""4.7_ThucHanh_HuanLuyen""]",hard
Chg4_Pra_Q7,"Trong `LogisticRegression`, để lấy ra xác suất dự đoán (ví dụ: 70% là thư rác) thay vì nhãn lớp (0 hoặc 1), ta dùng phương thức nào?","[""A. predict()"", ""B. predict_proba()"", ""C. predict_probability()"", ""D. decision_function()""]",B,"[""4.7_ThucHanh_HuanLuyen""]",easy
Chg4_Pra_Q8,"Để cấu hình `LogisticRegression` hoạt động như một bộ phân loại Softmax (Softmax Regression) cho bài toán đa lớp, bạn cần thiết lập các tham số nào?","[""A. multi_class='multinomial', solver='lbfgs'"", ""B. multi_class='ovr', solver='liblinear'"", ""C. activation='softmax'"", ""D. loss='categorical_crossentropy'""]",A,"[""4.7_ThucHanh_HuanLuyen""]",hard
Chg4_Pra_Q9,"Hàm `learning_curve` trong `sklearn.model_selection` trả về 3 giá trị chính, đó là gì?","[""A. train_sizes, train_scores, test_scores"", ""B. train_loss, val_loss, epochs"", ""C. estimator, X, y"", ""D. precision, recall, thresholds""]",A,"[""4.7_ThucHanh_HuanLuyen""]",medium
Chg4_Pra_Q10,"Khi sử dụng `Ridge(alpha=1, solver='cholesky')`, tham số `alpha` đóng vai trò gì?","[""A. Tốc độ học (Learning Rate)."", ""B. Cường độ điều chuẩn (Regularization strength): giá trị càng lớn thì trọng số càng bị ép nhỏ lại (giảm Overfitting)."", ""C. Bậc của đa thức."", ""D. Số lượng vòng lặp.""]",B,"[""4.7_ThucHanh_HuanLuyen""]",medium

Chg5_Q1_MCQ,"Ý tưởng cốt lõi của thuật toán SVM (Support Vector Machine) là gì?","[""A. Tìm một đường thẳng (hoặc siêu phẳng) phân chia các lớp sao cho khoảng cách (lề đường - margin) giữa đường này và các điểm dữ liệu gần nhất là lớn nhất."", ""B. Tìm đường đi qua tất cả các điểm dữ liệu."", ""C. Tìm trọng tâm của các cụm dữ liệu."", ""D. Tạo ra nhiều cây quyết định.""]",A,"[""5.1_SVM_TuyenTinh""]",easy
Chg5_Q2_MCQ,"Tại sao thuật toán SVM lại rất nhạy cảm với Feature Scaling (Chuẩn hóa dữ liệu)?","[""A. Vì SVM tính toán khoảng cách; nếu một đặc trưng có giá trị quá lớn so với đặc trưng kia, nó sẽ chi phối hoàn toàn việc tính khoảng cách và làm méo 'lề đường'."", ""B. Vì SVM chạy chậm trên số lớn."", ""C. Vì SVM không xử lý được số âm."", ""D. Không, SVM không cần chuẩn hóa.""]",A,"[""5.1_SVM_TuyenTinh""]",medium
Chg5_Q3_MCQ,"Support Vectors (Vectơ hỗ trợ) là những điểm nào?","[""A. Tất cả các điểm dữ liệu trong tập huấn luyện."", ""B. Chỉ những điểm nằm ngoài lề đường (margin)."", ""C. Chỉ những điểm nằm ngay trên mép của lề đường (hoặc nằm sai phía trong lề đường), chúng là những điểm duy nhất quyết định hình dáng của ranh giới quyết định."", ""D. Trọng tâm của các lớp.""]",C,"[""5.4_CoChe_HoatDong""]",medium
Chg5_Q4_MCQ,"Tham số C trong SVM kiểm soát điều gì (Hard Margin vs Soft Margin)?","[""A. C càng lớn, lề đường càng rộng, chấp nhận nhiều sai số (Underfitting)."", ""B. C càng lớn, lề đường càng hẹp, cố gắng phân loại đúng mọi điểm (nguy cơ Overfitting). C càng nhỏ, lề đường càng rộng (Regularization)."", ""C. C là số lượng Kernel."", ""D. C là tốc độ học.""]",B,"[""5.1_SVM_TuyenTinh""]",hard
Chg5_Q5_MCQ,"Nếu dữ liệu huấn luyện có chứa điểm ngoại lai (outliers) khiến không thể tìm được đường phân chia tuyến tính (Hard Margin Impossible), bạn nên làm gì?","[""A. Dùng Hard Margin Classification."", ""B. Dùng Soft Margin Classification (giảm C) để cho phép một số vi phạm lề đường."", ""C. Bỏ bài toán này."", ""D. Tăng Learning Rate.""]",B,"[""5.1_SVM_TuyenTinh""]",easy
Chg5_Q6_MCQ,"'Kernel Trick' (Thủ thuật hạt nhân) giúp giải quyết vấn đề gì?","[""A. Giúp SVM hoạt động trên dữ liệu phi tuyến (Non-linear) bằng cách ánh xạ dữ liệu sang không gian số chiều cao hơn mà không cần tính toán tọa độ thực sự, tiết kiệm chi phí tính toán."", ""B. Giúp giảm số chiều dữ liệu."", ""C. Giúp SVM chạy nhanh hơn trên dữ liệu tuyến tính."", ""D. Giúp SVM xử lý dữ liệu bị thiếu.""]",A,"[""5.2_SVM_PhiTuyen""]",hard
Chg5_Q7_MCQ,"Trong RBF Kernel (Gaussian RBF), tham số Gamma ảnh hưởng thế nào?","[""A. Gamma càng cao, đường ranh giới càng uốn lượn phức tạp bao quanh từng điểm dữ liệu (Overfitting). Gamma càng thấp, đường ranh giới càng mượt (Underfitting)."", ""B. Gamma càng cao, mô hình càng đơn giản."", ""C. Gamma không ảnh hưởng gì."", ""D. Gamma là số lượng cây quyết định.""]",A,"[""5.2_SVM_PhiTuyen""]",hard
Chg5_Q8_MCQ,"Sự khác biệt giữa SVM Phân loại (Classification) và SVM Hồi quy (Regression - SVR) là gì?","[""A. SVM Phân loại cố gắng đưa điểm ra xa khỏi lề đường, còn SVR cố gắng đưa càng nhiều điểm vào BÊN TRONG lề đường càng tốt."", ""B. SVM Phân loại dùng cho số thực, SVR dùng cho nhãn."", ""C. SVR không có tham số C."", ""D. SVR chạy nhanh hơn.""]",A,"[""5.3_SVM_HoiQuy""]",medium
Chg5_Q9_MCQ,"Trong SVM Hồi quy, tham số Epsilon (ε) quyết định điều gì?","[""A. Số lượng đặc trưng."", ""B. Độ rộng của 'lề đường' (ống). Các điểm nằm trong ống này sẽ không bị tính vào hàm mất mát (Epsilon-insensitive)."", ""C. Tốc độ học."", ""D. Số lượng Support Vectors.""]",B,"[""5.3_SVM_HoiQuy""]",medium
Chg5_Q10_MCQ,"Tại sao SVM thường không được khuyên dùng cho các bộ dữ liệu rất lớn (ví dụ hàng triệu mẫu)?","[""A. Vì nó chiếm quá nhiều RAM và thời gian huấn luyện tăng theo hàm bậc 2 hoặc bậc 3 của số lượng mẫu (O(m^2) đến O(m^3))."", ""B. Vì nó dự đoán quá chậm."", ""C. Vì độ chính xác thấp."", ""D. Vì Scikit-Learn không hỗ trợ.""]",A,"[""5.4_CoChe_HoatDong""]",medium
Chg5_Q11_MCQ,"Hàm mất mát (Loss Function) được sử dụng trong SVM là gì?","[""A. Mean Squared Error."", ""B. Cross-Entropy Loss."", ""C. Hinge Loss (max(0, 1 - t*y))."", ""D. Log Loss.""]",C,"[""5.4_CoChe_HoatDong""]",hard

Chg5_Pra_Q3,"Khi làm việc với bộ dữ liệu rất lớn (hàng trăm ngàn mẫu) cho bài toán phân loại tuyến tính, class nào được khuyên dùng để tối ưu tốc độ (dựa trên thư viện `liblinear`)?","[""A. SVC(kernel='linear')"", ""B. LinearSVC()"", ""C. SVC(kernel='poly')"", ""D. NuSVC() ""]",B,"[""5.5_ThucHanh_SVM""]",medium
Chg5_Pra_Q4,"Để sử dụng thuật toán SVM với Stochastic Gradient Descent (hữu ích cho Online Learning hoặc dữ liệu khổng lồ), bạn cần khởi tạo `SGDClassifier` với tham số `loss` là gì?","[""A. loss='log_loss'"", ""B. loss='hinge'"", ""C. loss='squared_error'"", ""D. loss='perceptron' ""]",B,"[""5.5_ThucHanh_SVM""]",hard
Chg5_Pra_Q5,"Trong `SVC(kernel='poly')`, tham số `coef0` đóng vai trò gì?","[""A. Nó kiểm soát mức độ ảnh hưởng của các đa thức bậc cao so với đa thức bậc thấp (giúp tinh chỉnh mô hình)."", ""B. Nó là hệ số chặn (bias)."", ""C. Nó là số lượng support vectors."", ""D. Nó quy định số chiều dữ liệu.""]",A,"[""5.5_ThucHanh_SVM""]",hard
Chg5_Pra_Q6,"Nếu bạn muốn sử dụng `SVC` để dự đoán xác suất (thông qua phương thức `predict_proba()`), bạn BẮT BUỘC phải thiết lập tham số nào khi khởi tạo (lưu ý điều này sẽ làm chậm quá trình huấn luyện)?","[""A. probability=True"", ""B. predict_proba=True"", ""C. score=True"", ""D. method='sigmoid' ""]",A,"[""5.5_ThucHanh_SVM""]",medium
Chg5_Pra_Q7,"Đối với bài toán Hồi quy (Regression), class `LinearSVR` có tham số `epsilon` (ε). Tham số này định nghĩa điều gì?","[""A. Sai số tối đa cho phép."", ""B. Độ rộng của 'ống' (margin) mà trong đó các điểm dữ liệu KHÔNG bị tính vào hàm mất mát (không bị phạt)."", ""C. Số lượng đặc trưng."", ""D. Tốc độ học.""]",B,"[""5.5_ThucHanh_SVM""]",medium
Chg5_Pra_Q8,"Mô hình SVM rất nhạy cảm với tỷ lệ của dữ liệu. Bạn nên dùng Transformer nào trong Pipeline trước khi đưa dữ liệu vào SVM?","[""A. MinMaxScaler()"", ""B. StandardScaler() (để đưa về trung bình 0, phương sai 1)."", ""C. Normalizer()"", ""D. PolynomialFeatures() ""]",B,"[""5.5_ThucHanh_SVM""]",easy
Chg5_Pra_Q9,"Khi sử dụng hạt nhân RBF (`kernel='rbf'`), nếu mô hình bị Overfitting (Quá khớp), bạn nên điều chỉnh `gamma` và `C` như thế nào?","[""A. Tăng gamma, tăng C."", ""B. Giảm gamma, giảm C (để làm 'mượt' biên giới quyết định và tăng độ rộng lề đường)."", ""C. Tăng gamma, giảm C."", ""D. Giữ nguyên gamma, tăng C.""]",B,"[""5.5_ThucHanh_SVM""]",hard
Chg5_Pra_Q10,"Câu lệnh nào sau đây tạo ra một SVM Classifier sử dụng 'Kernel Trick' đa thức bậc 3?","[""A. LinearSVC(degree=3)"", ""B. SVC(kernel='poly', degree=3)"", ""C. SVR(kernel='poly', degree=3)"", ""D. PolynomialFeatures(degree=3)""]",B,"[""5.5_ThucHanh_SVM""]",easy

Chg6_Q1_MCQ,"Tại sao Cây quyết định (Decision Tree) thường được gọi là mô hình 'Hộp trắng' (White Box)?","[""A. Vì nó luôn đưa ra dự đoán đúng."", ""B. Vì ta có thể dễ dàng hiểu, giải thích và trực quan hóa quy tắc ra quyết định của nó (theo kiểu if-else)."", ""C. Vì nó chạy nhanh."", ""D. Vì nó chỉ xử lý dữ liệu màu trắng.""]",B,"[""6.1_HuanLuyen_TrucQuan""]",easy
Chg6_Q2_MCQ,"Chỉ số 'Gini Impurity' (Độ vẩn đục Gini) của một nút bằng 0 có ý nghĩa gì?","[""A. Nút đó chứa dữ liệu thuộc về nhiều lớp khác nhau."", ""B. Nút đó là 'tinh khiết' (pure), tức là tất cả các mẫu dữ liệu trong nút đó đều thuộc về cùng một lớp."", ""C. Nút đó bị lỗi."", ""D. Nút đó chứa dữ liệu nhiễu.""]",B,"[""6.2_DuDoan_XacSuat""]",medium
Chg6_Q3_MCQ,"Sự khác biệt giữa Gini Impurity và Entropy là gì?","[""A. Gini tính toán nhanh hơn một chút, Entropy có xu hướng tạo ra cây cân bằng hơn một chút, nhưng nhìn chung kết quả thường tương tự nhau."", ""B. Gini chỉ dùng cho hồi quy, Entropy dùng cho phân loại."", ""C. Entropy luôn tốt hơn Gini."", ""D. Không có sự khác biệt nào.""]",A,"[""6.2_DuDoan_XacSuat""]",hard
Chg6_Q4_MCQ,"Thuật toán CART (Classification and Regression Tree) dùng để huấn luyện Cây quyết định hoạt động theo chiến lược nào?","[""A. Quy hoạch động (Dynamic Programming)."", ""B. Chiến lược tham lam (Greedy Algorithm): Tại mỗi bước, nó tìm cách chia tốt nhất hiện tại mà không quan tâm xem việc đó có dẫn đến kết quả tối ưu toàn cục hay không."", ""C. Gradient Descent."", ""D. Brute Force (Thử mọi trường hợp). ""]",B,"[""6.3_ThuatToan_CART""]",medium
Chg6_Q5_MCQ,"Cây quyết định có xu hướng bị Overfitting (Quá khớp) rất nặng. Tham số nào sau đây KHÔNG giúp giảm Overfitting?","[""A. Giảm max_depth (Độ sâu tối đa)."", ""B. Tăng min_samples_leaf (Số mẫu tối thiểu trong một nút lá)."", ""C. Tăng max_features (Số đặc trưng tối đa được xem xét để chia nút)."", ""D. Tăng min_samples_split.""]",C,"[""6.4_Regularization_BatOn""]",hard
Chg6_Q6_MCQ,"Độ phức tạp tính toán khi dự đoán (Prediction) của một Cây quyết định cân bằng là bao nhiêu?","[""A. O(m) - Tỷ lệ thuận với số lượng dữ liệu."", ""B. O(log(m)) - Rất nhanh, không phụ thuộc nhiều vào kích thước dữ liệu huấn luyện."", ""C. O(m^2)."", ""D. O(1). ""]",B,"[""6.3_ThuatToan_CART""]",medium
Chg6_Q7_MCQ,"Điểm yếu lớn nhất của Cây quyết định là gì?","[""A. Không thể xử lý dữ liệu số."", ""B. Rất nhạy cảm với những thay đổi nhỏ trong dữ liệu huấn luyện (Instability) và tạo ra các ranh giới quyết định vuông góc (Orthogonal)."", ""C. Khó giải thích."", ""D. Cần phải chuẩn hóa dữ liệu (Feature Scaling) trước khi dùng.""]",B,"[""6.4_Regularization_BatOn""]",medium
Chg6_Q8_MCQ,"Trong bài toán Hồi quy (Decision Tree Regression), giá trị dự đoán cho một mẫu mới là gì?","[""A. Lớp phổ biến nhất trong nút lá."", ""B. Giá trị trung bình (Average) của các mẫu huấn luyện nằm trong nút lá tương ứng."", ""C. Giá trị ngẫu nhiên."", ""D. Giá trị lớn nhất trong nút lá.""]",B,"[""6.3_ThuatToan_CART""]",medium
Chg6_Q9_MCQ,"Phương pháp PCA (Phân tích thành phần chính) thường được dùng kết hợp với Cây quyết định để làm gì?","[""A. Để tăng số chiều dữ liệu."", ""B. Để xoay trục dữ liệu, giúp Cây quyết định tìm ra các ranh giới phân chia tốt hơn (vì Cây chỉ cắt được đường vuông góc với trục)."", ""C. Để làm chậm quá trình huấn luyện."", ""D. Để chuyển bài toán hồi quy thành phân loại.""]",B,"[""6.4_Regularization_BatOn""]",hard

Chg6_Pra_Q3,"Hàm `export_graphviz` trong Scikit-Learn xuất ra định dạng file nào để vẽ cây quyết định?","[""A. .png (ảnh)"", ""B. .dot (định dạng văn bản mô tả đồ thị)"", ""C. .xml"", ""D. .html""]",B,"[""6.5_ThucHanh_CayQuyetDinh""]",easy
Chg6_Pra_Q4,"Trong `DecisionTreeClassifier`, phương thức `predict_proba(X)` trả về giá trị như thế nào cho một mẫu dữ liệu?","[""A. Trả về 0 hoặc 1."", ""B. Trả về tỷ lệ phần trăm các mẫu thuộc lớp đó trong nút lá (leaf node) mà mẫu dữ liệu rơi vào (ví dụ: 0.9 cho lớp A, 0.1 cho lớp B)."", ""C. Trả về khoảng cách đến siêu phẳng."", ""D. Trả về độ sâu của nút lá.""]",B,"[""6.5_ThucHanh_CayQuyetDinh""]",medium
Chg6_Pra_Q5,"Khi sử dụng `DecisionTreeRegressor`, nếu bạn thiết lập `max_depth=2`, mô hình sẽ trông như thế nào trên biểu đồ 2D?","[""A. Một đường thẳng chéo (như Linear Regression)."", ""B. Một đường cong trơn (như Polynomial Regression)."", ""C. Một hàm bậc thang (step function) chia không gian thành các vùng hình chữ nhật và dự đoán giá trị hằng số trong mỗi vùng."", ""D. Một hình tròn.""]",C,"[""6.5_ThucHanh_CayQuyetDinh""]",hard
Chg6_Pra_Q6,"Để giảm Overfitting cho Cây quyết định, bạn nên thay đổi tham số nào sau đây?","[""A. Tăng `max_depth`."", ""B. Giảm `min_samples_leaf`."", ""C. Tăng `min_samples_leaf` (yêu cầu mỗi nút lá phải có nhiều mẫu hơn, tránh tạo ra các nhánh quá nhỏ chỉ khớp với nhiễu)."", ""D. Tăng `max_features` lên tối đa.""]",C,"[""6.5_ThucHanh_CayQuyetDinh""]",medium
Chg6_Pra_Q7,"Thuộc tính `tree_.feature_importances_` (hoặc `clf.feature_importances_`) được tính toán dựa trên tiêu chí nào?","[""A. Số lần đặc trưng xuất hiện trong cây."", ""B. Tổng độ giảm độ vẩn đục (Gini impurity reduction) có trọng số mà đặc trưng đó mang lại cho toàn bộ cây."", ""C. Hệ số tương quan Pearson."", ""D. Giá trị trung bình của đặc trưng.""]",B,"[""6.5_ThucHanh_CayQuyetDinh""]",hard
Chg6_Pra_Q8,"Mặc định, `DecisionTreeClassifier` sử dụng tiêu chí nào để chia nút (`criterion`)?","[""A. criterion='gini'"", ""B. criterion='entropy'"", ""C. criterion='log_loss'"", ""D. criterion='mae' ""]",A,"[""6.5_ThucHanh_CayQuyetDinh""]",easy
Chg6_Pra_Q9,"Cây quyết định trong Scikit-Learn có hỗ trợ các biến phân loại (categorical features) dạng chuỗi văn bản trực tiếp không?","[""A. Có, nó tự động xử lý."", ""B. Không, bạn bắt buộc phải mã hóa chúng thành số (ví dụ dùng `OrdinalEncoder` hoặc `OneHotEncoder`) trước khi đưa vào huấn luyện."", ""C. Có, nhưng chỉ với tiếng Anh."", ""D. Tùy thuộc vào phiên bản.""]",B,"[""6.5_ThucHanh_CayQuyetDinh""]",medium
Chg6_Pra_Q10,"Nếu bạn đặt `min_samples_split=10` và một nút chỉ có 5 mẫu dữ liệu, điều gì sẽ xảy ra với nút đó?","[""A. Nút đó sẽ tiếp tục được chia nhỏ."", ""B. Nút đó sẽ trở thành nút lá (leaf node) và không bị chia nữa, bất kể độ vẩn đục (impurity) là bao nhiêu."", ""C. Nút đó bị xóa."", ""D. Nút đó sẽ báo lỗi.""]",B,"[""6.5_ThucHanh_CayQuyetDinh""]",medium

Chg7_Q1_MCQ,"Nguyên lý 'Sức mạnh của đám đông' (Wisdom of the Crowd) trong Ensemble Learning thể hiện điều gì?","[""A. Một nhóm các mô hình dự đoán yếu (tốt hơn ngẫu nhiên một chút) khi kết hợp lại có thể tạo thành một mô hình mạnh, miễn là chúng đủ đa dạng."", ""B. Dùng càng nhiều dữ liệu càng tốt."", ""C. Mô hình phức tạp nhất luôn là mô hình tốt nhất."", ""D. Chỉ nên dùng một thuật toán duy nhất.""]",A,"[""7.1_BauChon_SoDong""]",easy
Chg7_Q2_MCQ,"Sự khác biệt giữa 'Hard Voting' và 'Soft Voting' trong các bộ phân loại là gì?","[""A. Hard Voting tính trung bình xác suất, Soft Voting lấy theo đa số phiếu bầu."", ""B. Hard Voting lấy theo đa số phiếu bầu (lớp được chọn nhiều nhất). Soft Voting tính trung bình xác suất (probabilities) của tất cả các mô hình và chọn lớp có xác suất cao nhất."", ""C. Hard Voting dùng cho phần cứng, Soft Voting dùng cho phần mềm."", ""D. Soft Voting luôn kém chính xác hơn Hard Voting.""]",B,"[""7.1_BauChon_SoDong""]",medium
Chg7_Q3_MCQ,"Sự khác biệt chính giữa kỹ thuật 'Bagging' và 'Pasting' là gì?","[""A. Bagging lấy mẫu CÓ hoàn lại (replacement) - một mẫu có thể được chọn nhiều lần. Pasting lấy mẫu KHÔNG hoàn lại."", ""B. Bagging dùng cho dữ liệu ảnh, Pasting dùng cho văn bản."", ""C. Pasting cho phép huấn luyện song song, Bagging thì không."", ""D. Bagging là kỹ thuật cũ, Pasting mới hơn.""]",A,"[""7.2_Bagging_Pasting""]",medium
Chg7_Q4_MCQ,"Đánh giá OOB (Out-of-Bag Evaluation) trong Bagging có tác dụng gì?","[""A. Nó thay thế tập kiểm tra (Test Set) bằng cách sử dụng chính những mẫu dữ liệu không được chọn trong quá trình lấy mẫu (khoảng 37%) để đánh giá mô hình."", ""B. Nó giúp tăng tốc độ huấn luyện."", ""C. Nó dùng để loại bỏ các đặc trưng thừa."", ""D. Nó là một phương pháp tinh chỉnh siêu tham số.""]",A,"[""7.2_Bagging_Pasting""]",hard
Chg7_Q5_MCQ,"Random Forest (Rừng ngẫu nhiên) khác với Bagging Decision Tree thông thường ở điểm nào?","[""A. Random Forest sử dụng SVM thay vì Cây quyết định."", ""B. Random Forest thêm một lớp ngẫu nhiên nữa: Tại mỗi nút chia, nó chỉ tìm kiếm đặc trưng tốt nhất trong một tập hợp con ngẫu nhiên các đặc trưng (chứ không phải tất cả đặc trưng)."", ""C. Random Forest không dùng kỹ thuật Bootstrap."", ""D. Random Forest dễ bị Overfitting hơn.""]",B,"[""7.3_Random_Forests""]",medium
Chg7_Q6_MCQ,"Tại sao Random Forest lại giúp giảm Overfitting tốt hơn so với một Cây quyết định đơn lẻ?","[""A. Vì nó tính toán kỹ lưỡng hơn."", ""B. Vì bằng cách trung bình hóa kết quả của nhiều cây (vốn có độ chệch thấp nhưng phương sai cao), nó giúp giảm phương sai (Variance) của mô hình tổng thể."", ""C. Vì nó sử dụng ít dữ liệu hơn."", ""D. Vì nó cắt tỉa cây chặt chẽ hơn.""]",B,"[""7.3_Random_Forests""]",medium
Chg7_Q7_MCQ,"Thuật toán AdaBoost hoạt động theo cơ chế nào?","[""A. Huấn luyện các mô hình song song độc lập."", ""B. Huấn luyện tuần tự: Mô hình sau cố gắng sửa sai cho mô hình trước bằng cách gán trọng số cao hơn cho các mẫu dữ liệu bị phân loại sai."", ""C. Huấn luyện trên phần dư (Residuals) của mô hình trước."", ""D. Sử dụng mạng nơ-ron.""]",B,"[""7.4_Boosting""]",medium
Chg7_Q8_MCQ,"Gradient Boosting khác AdaBoost ở điểm nào?","[""A. Gradient Boosting không thay đổi trọng số của dữ liệu, mà huấn luyện mô hình mới để dự đoán các 'sai số còn dư' (residual errors) của mô hình trước đó."", ""B. Gradient Boosting yếu hơn AdaBoost."", ""C. Gradient Boosting chỉ dùng được cho bài toán hồi quy."", ""D. Gradient Boosting không thể bị Overfitting.""]",A,"[""7.4_Boosting""]",hard
Chg7_Q9_MCQ,"Kỹ thuật 'Stacking' (Stacked Generalization) làm gì thay vì chỉ bình chọn đơn giản?","[""A. Nó loại bỏ các mô hình yếu."", ""B. Nó huấn luyện một mô hình 'meta-learner' (bộ trộn) để học cách kết hợp các dự đoán từ các mô hình cơ sở một cách tối ưu nhất."", ""C. Nó xếp chồng dữ liệu lên nhau."", ""D. Nó chạy tất cả mô hình cùng lúc.""]",B,"[""7.5_Stacking""]",hard
Chg7_Q10_MCQ,"Tính năng 'Feature Importance' (Tầm quan trọng đặc trưng) trong Random Forest được tính dựa trên điều gì?","[""A. Số lần đặc trưng đó xuất hiện trong dữ liệu."", ""B. Mức độ mà đặc trưng đó giúp giảm độ vẩn đục (Impurity) trung bình trên tất cả các cây trong rừng."", ""C. Tương quan tuyến tính với nhãn."", ""D. Do người dùng tự định nghĩa.""]",B,"[""7.3_Random_Forests""]",medium

Chg7_Pra_Q3,"Để khởi tạo một `VotingClassifier` với chế độ 'Soft Voting' (dựa trên xác suất trung bình), điều kiện tiên quyết đối với các bộ phân loại thành phần (estimators) là gì?","[""A. Chúng phải cùng là cây quyết định."", ""B. Chúng phải hỗ trợ phương thức `predict_proba()`. Với SVC, bạn phải đặt `probability=True`."", ""C. Chúng phải có cùng tốc độ học."", ""D. Chúng phải được huấn luyện trên các tập dữ liệu khác nhau.""]",B,"[""7.6_ThucHanh_Ensemble""]",medium
Chg7_Pra_Q4,"Khi sử dụng `BaggingClassifier`, để kích hoạt tính năng đánh giá trên các mẫu không được chọn (Out-of-Bag evaluation) và xem kết quả, bạn cần làm gì?","[""A. Đặt `oob_score=True` khi khởi tạo và gọi thuộc tính `clf.oob_score_` sau khi huấn luyện."", ""B. Gọi hàm `clf.evaluate_oob()`."", ""C. Đặt `bootstrap=False`."", ""D. Dùng `cross_val_score`.""]",A,"[""7.6_ThucHanh_Ensemble""]",medium
Chg7_Pra_Q5,"Trong `RandomForestClassifier`, thuộc tính `feature_importances_` trả về một mảng giá trị có tổng bằng bao nhiêu?","[""A. Bằng 1.0 (được chuẩn hóa)."", ""B. Bằng số lượng đặc trưng."", ""C. Bằng số lượng cây."", ""D. Không giới hạn.""]",A,"[""7.6_ThucHanh_Ensemble""]",easy
Chg7_Pra_Q6,"Sự khác biệt về mặt code giữa `RandomForestClassifier` và `ExtraTreesClassifier` chủ yếu nằm ở đâu?","[""A. `ExtraTreesClassifier` nhanh hơn vì nó chọn ngưỡng phân chia (threshold) ngẫu nhiên cho mỗi đặc trưng thay vì tìm kiếm ngưỡng tối ưu như Random Forest."", ""B. `ExtraTreesClassifier` dùng ít cây hơn."", ""C. `ExtraTreesClassifier` chỉ dùng cho hồi quy."", ""D. Không có sự khác biệt.""]",A,"[""7.6_ThucHanh_Ensemble""]",hard
Chg7_Pra_Q7,"Để cài đặt thuật toán AdaBoost sử dụng xác suất lớp (Class Probabilities) thay vì nhãn lớp (giúp hội tụ nhanh hơn), Scikit-Learn sử dụng thuật toán nào mặc định cho `AdaBoostClassifier`?","[""A. SAMME (Stagewise Additive Modeling using a Multi-class Exponential loss)."", ""B. SAMME.R (R nghĩa là Real - số thực)."", ""C. Gradient Boosting."", ""D. LogitBoost.""]",B,"[""7.6_ThucHanh_Ensemble""]",hard
Chg7_Pra_Q8,"Khi sử dụng `GradientBoostingRegressor`, để thực hiện 'Early Stopping' (dừng sớm) nhằm tìm số lượng cây tối ưu mà không cần huấn luyện lại từ đầu, ta có thể dùng phương thức nào để lấy lỗi trên từng giai đoạn?","[""A. gbrt.staged_predict(X_val)"", ""B. gbrt.predict_all(X_val)"", ""C. gbrt.errors_"", ""D. gbrt.history_""]",A,"[""7.6_ThucHanh_Ensemble""]",hard
Chg7_Pra_Q9,"Thư viện `XGBoost` (Extreme Gradient Boosting) cung cấp class nào tương thích với giao diện Scikit-Learn (fit/predict)?","[""A. `xgboost.XGBClassifier` và `xgboost.XGBRegressor`"", ""B. `xgboost.Tree()`"", ""C. `xgboost.Ensemble()`"", ""D. `xgboost.Model()`""]",A,"[""7.6_ThucHanh_Ensemble""]",easy
Chg7_Pra_Q10,"Tham số `warm_start=True` trong `RandomForestClassifier` hoặc `GradientBoostingClassifier` cho phép làm gì?","[""A. Giữ lại các cây đã huấn luyện và thêm cây mới vào mô hình khi gọi `.fit()` lần nữa (hữu ích cho việc tăng dần số lượng cây)."", ""B. Làm nóng CPU trước khi chạy."", ""C. Tự động điều chỉnh tốc độ học."", ""D. Xóa bỏ các cây cũ.""]",A,"[""7.6_ThucHanh_Ensemble""]",medium

